Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
c6,Herbivore,b6,f1,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
c8,Herbivore,b8,f1,Male,0.6,80.52,47.08,1.56,2.16,1.68,0.64,0.19,1.52,0.33,
e3,Herbivore,d3,c2,Female,0.29,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.3,
c1,Herbivore,b1,e1,Male,0.75,84.7,40.83,2.51,1.51,1.67,0.25,0.35,1.52,0.33,
f3,Herbivore,e3,c2,Male,0.6,53.33,43.67,1.32,1.64,2.92,0.55,0.7,0.61,0.18,
e3,Herbivore,d3,d2,Male,0.52,42.72,39.45,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
e7,Herbivore,d7,d2,Female,0.3,63.8,22.32,1.44,1.1,2.2,0.25,0.35,0.61,0.18,
d7,Herbivore,c7,a74,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
e4,Herbivore,d4,c2,Male,0.6,84.08,47.74,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
b8,Herbivore,a84,d8,Male,0.6,80.52,47.08,1.56,2.16,2.12,0.39,0.69,0.63,0.09,
d3,Herbivore,c3,d1,Male,0.6,53.33,43.67,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
d7,Herbivore,c7,d3,Female,0.3,63.8,22.32,1.44,1.1,2.92,0.55,0.7,0.61,0.18,
e3,Herbivore,d3,d8,Female,0.29,83.5,42.16,1.72,1.58,2.12,0.39,0.69,0.63,0.09,
f1,Herbivore,e1,d3,Male,0.75,84.7,40.83,2.51,1.51,1.67,0.25,0.7,0.61,0.18,
c4,Herbivore,b4,f1,Male,0.6,84.08,47.74,1.4,2.5,0.52,0.41,0.7,0.61,0.18,
e3,Herbivore,d3,d3,Female,0.29,83.5,42.16,1.72,1.58,2.12,0.39,0.69,1.52,0.33,
g1,Herbivore,f1,d4,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.7,0.61,0.18,
d1,Herbivore,c1,d1,Male,0.75,80.52,29.43,2.51,2.5,0.52,0.41,0.7,0.61,0.18,
b5,Herbivore,a58,d7,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,f8,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.69,0.63,0.09,
f1,Herbivore,e1,e2,Male,0.75,80.52,29.43,2.51,2.5,0.52,0.41,0.47,0.61,0.18,
e1,Herbivore,d1,e8,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.69,0.63,0.09,
e4,Herbivore,d4,b4,Male,0.74,84.08,47.74,1.29,1.64,2.23,0.43,0.45,1.52,0.33,
c3,Herbivore,b3,d7,Male,0.6,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,d3,Male,0.75,80.52,29.43,2.51,2.5,2.92,0.55,0.7,0.61,0.18,
d7,Herbivore,c7,d3,Female,0.3,63.8,22.32,1.32,1.64,2.92,0.55,0.7,0.61,0.18,
e1,Herbivore,d1,d7,Male,0.75,80.52,29.43,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d2,Herbivore,c2,f4,Male,0.97,80.52,38.62,1.4,2.5,0.52,0.41,0.7,0.61,0.18,
e1,Herbivore,d1,d2,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.7,0.61,0.18,
e3,Herbivore,d3,a12,Female,0.29,83.5,48.73,1.07,1.84,0.64,0.68,0.58,1.14,0.3,
d4,Herbivore,c4,e3,Male,0.74,84.08,47.74,1.29,1.64,2.23,0.59,0.3,1.49,0.19,
d3,Herbivore,c3,e3,Female,0.29,83.5,48.73,1.07,1.84,2.23,0.59,0.3,1.49,0.19,
d8,Herbivore,c8,e7,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,d2,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.7,0.61,0.18,
d3,Herbivore,c3,c6,Male,0.6,53.33,43.67,1.32,2.31,2.2,0.25,0.35,1.52,0.33,
c1,Herbivore,b1,c6,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.35,1.52,0.33,
e8,Herbivore,d8,d1,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.52,0.33,
c5,Herbivore,b5,c2,Male,0.75,84.7,40.83,2.51,2.31,2.2,0.25,0.35,0.61,0.18,
e1,Herbivore,d1,g1,Male,0.75,80.52,47.74,1.4,2.5,0.52,0.41,0.35,1.52,0.33,
e8,Herbivore,d8,d1,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e3,Herbivore,d3,e2,Female,0.29,83.5,48.73,1.07,2.5,0.52,0.41,0.7,0.61,0.18,
c1,Herbivore,b1,c5,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d3,Herbivore,c3,c4,Male,0.6,53.33,43.67,1.32,2.31,2.2,0.25,0.7,1.88,0.16,
e3,Herbivore,d3,c6,Female,0.29,83.5,48.73,2.51,2.31,2.2,0.25,0.35,1.52,0.33,
e4,Herbivore,d4,e9,Male,0.6,84.08,40.83,2.51,2.31,2.2,0.25,0.47,0.61,0.18,
f1,Herbivore,e1,d7,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.3,1.49,0.19,
e2,Herbivore,d2,e8,Male,0.97,80.52,38.62,1.56,2.16,2.12,0.39,0.69,0.63,0.09,
d3,Herbivore,c3,f4,Male,0.6,53.33,43.67,1.32,2.31,2.2,0.25,0.47,0.61,0.18,
f2,Herbivore,e2,a69,Male,0.97,63.48,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
e3,Herbivore,d3,c3,Male,0.6,53.33,43.67,1.32,2.31,2.2,0.25,0.47,1.49,0.19,
j2,Herbivore,i2,e1,Female,0.12,18.65,47.08,1.4,2.5,0.52,0.41,0.3,1.49,0.19,
e2,Herbivore,d2,c4,Male,0.97,63.48,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.16,
f1,Herbivore,e1,e3,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
e1,Herbivore,d1,d1,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.69,0.63,0.19,
e3,Herbivore,d3,a92,Male,0.6,84.7,40.83,2.51,2.43,2.23,0.59,0.28,0.9899999,0.26,
d3,Herbivore,c3,c4,Male,0.6,53.33,43.67,1.32,2.31,2.43,0.65,0.7,1.88,0.16,
e7,Herbivore,d7,d5,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.33,
e1,Herbivore,d1,e3,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.69,0.9899999,0.26,
c2,Herbivore,b2,d8,Male,0.97,80.52,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d9,Herbivore,c9,d4,Female,0.43,84.7,40.83,2.51,2.31,2.2,0.25,0.3,1.49,0.19,
d4,Herbivore,c4,d4,Male,0.6,84.08,40.83,2.51,2.31,2.2,0.25,0.47,0.61,0.18,
d4,Herbivore,c4,e4,Male,0.6,84.08,40.83,2.51,2.31,2.2,0.25,0.47,0.61,0.18,
f9,Herbivore,e9,f1,Female,0.43,84.7,47.74,1.4,2.5,0.52,0.41,0.3,1.49,0.19,
c4,Herbivore,b4,c5,Male,0.6,84.08,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
c4,Herbivore,b4,c4,Male,0.74,84.08,47.74,1.29,1.64,2.23,0.43,0.45,1.52,0.33,
f4,Herbivore,e4,c6,Male,0.74,84.08,47.74,1.29,1.64,2.23,0.43,0.35,1.52,0.33,
d1,Herbivore,c1,e2,Female,0.34,83.5,29.43,2.51,1.64,1.68,0.64,0.69,0.9899999,0.16,
e3,Herbivore,d3,c1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d4,Herbivore,c4,c1,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.3,1.49,0.19,
f3,Herbivore,e3,d3,Female,0.29,83.5,48.73,2.51,2.31,2.2,0.41,0.47,0.61,0.18,
f1,Herbivore,e1,g1,Male,0.75,84.7,47.74,1.4,2.43,2.23,0.59,0.3,1.49,0.19,
e4,Herbivore,d4,c6,Male,0.75,84.7,47.74,1.4,2.5,0.52,0.41,0.3,1.49,0.33,
g3,Herbivore,f3,c8,Male,0.6,80.52,47.08,1.56,2.16,2.12,0.39,0.69,0.63,0.09,
e3,Herbivore,d3,e3,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
g4,Herbivore,f4,a72,Male,0.74,84.08,47.74,1.29,1.64,2.23,0.54,0.35,1.43,0.07,
f9,Herbivore,e9,c3,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
e7,Herbivore,d7,e3,Female,0.3,63.8,22.32,1.32,1.64,2.92,0.55,0.3,1.49,0.19,
e7,Herbivore,d7,a35,Female,0.3,86.96,44.32,1.6,1.88,2.87,0.45,0.69,0.78,0.23,
f7,Herbivore,e7,d8,Female,0.3,86.96,44.32,1.6,1.88,2.87,0.56,0.28,0.77,0.09,
e7,Herbivore,d7,f8,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e4,Herbivore,d4,c5,Male,0.75,84.7,47.74,1.4,2.5,2.23,0.59,0.3,1.49,0.19,
d7,Herbivore,c7,b5,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.19,
e3,Herbivore,d3,f3,Male,0.6,53.33,43.67,1.32,2.31,2.43,0.65,0.7,1.88,0.16,
f4,Herbivore,e4,f8,Male,0.75,84.7,47.74,1.4,2.5,2.23,0.59,0.3,1.52,0.33,
c1,Herbivore,b1,d3,Male,0.75,84.7,47.74,1.4,2.43,2.23,0.59,0.3,1.49,0.19,
f1,Herbivore,e1,c3,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,c3,Male,0.75,84.7,47.74,1.4,2.43,2.23,0.59,0.3,1.49,0.19,
e4,Herbivore,d4,d3,Male,0.75,84.7,47.74,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
c4,Herbivore,b4,f9,Male,0.75,84.7,47.74,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
c6,Herbivore,b6,d3,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
f3,Herbivore,e3,d1,Male,0.6,80.52,47.08,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d2,Herbivore,c2,d8,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
d3,Herbivore,c3,f1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d7,Herbivore,c7,a12,Female,0.3,86.96,44.32,1.6,1.84,0.64,0.68,0.58,1.14,0.3,
e3,Herbivore,d3,a74,Male,0.6,80.52,47.08,2.2,1.16,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,d8,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
f1,Herbivore,e1,f1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
d5,Herbivore,c5,d1,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
f1,Herbivore,e1,f3,Male,0.75,84.7,47.74,1.4,2.43,0.52,0.41,0.47,0.61,0.18,
d2,Herbivore,c2,f9,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.19,
e3,Herbivore,d3,d8,Male,0.52,42.72,39.45,1.4,2.5,0.52,0.41,0.47,1.52,0.33,
c5,Herbivore,b5,e4,Male,0.75,84.08,47.74,1.29,1.64,2.23,0.54,0.35,1.43,0.07,
c5,Herbivore,b5,f3,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.41,0.47,1.52,0.33,
e9,Herbivore,d9,b5,Female,0.43,84.7,47.74,1.4,2.5,0.52,0.59,0.35,1.52,0.33,
c1,Herbivore,b1,f3,Male,0.75,84.7,47.74,1.4,2.43,0.52,0.41,0.47,1.52,0.33,
e9,Herbivore,d9,b6,Female,0.43,84.7,47.74,1.4,2.5,2.2,0.65,0.7,1.88,0.16,
e8,Herbivore,d8,f4,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.19,
g1,Herbivore,f1,c3,Male,0.6,53.33,43.67,1.32,2.31,2.43,0.65,0.7,1.88,0.16,
e1,Herbivore,d1,c8,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.39,0.69,0.63,0.09,
c3,Herbivore,b3,d1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
e1,Herbivore,d1,c4,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
e2,Herbivore,d2,f9,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
b8,Herbivore,a84,e3,Male,0.6,53.33,43.67,1.32,2.31,2.43,0.65,0.7,1.88,0.16,
g3,Herbivore,f3,c3,Male,0.6,80.52,47.08,2.2,1.16,2.23,0.59,0.3,1.49,0.16,
d3,Herbivore,c3,b4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
f8,Herbivore,e8,f4,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.07,
f3,Herbivore,e3,a3,Male,0.6,80.52,47.08,2.2,1.16,1.68,0.64,0.64,1.02,0.21,
e3,Herbivore,d3,e1,Male,0.6,80.52,47.08,2.51,2.43,2.23,0.39,0.69,0.63,0.09,
c1,Herbivore,b1,e1,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.39,0.69,0.63,0.09,
f3,Herbivore,e3,e1,Male,0.6,84.7,40.83,2.51,2.43,2.23,0.39,0.69,0.63,0.09,
g7,Herbivore,f7,b4,Female,0.3,86.96,40.83,1.4,2.5,0.52,0.41,0.47,0.61,0.18,
e7,Herbivore,d7,d5,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e3,Herbivore,d3,c4,Male,0.6,84.7,40.83,2.51,1.62,2.43,0.65,0.7,1.88,0.16,
e1,Herbivore,d1,d1,Female,0.34,83.5,29.43,2.51,1.64,2.23,0.59,0.3,1.49,0.19,
f1,Herbivore,e1,d4,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
d1,Herbivore,c1,f8,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.3,1.49,0.07,
f7,Herbivore,e7,d4,Female,0.3,86.96,40.83,1.4,2.5,0.52,0.41,0.3,1.49,0.19,
e4,Herbivore,d4,c5,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.41,0.47,1.52,0.33,
d4,Herbivore,c4,d3,Male,0.75,84.7,47.74,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,d4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,e4,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
e2,Herbivore,d2,d4,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
d9,Herbivore,c9,e4,Female,0.43,84.7,47.74,1.4,2.5,2.2,0.65,0.7,1.88,0.33,
c4,Herbivore,b4,f3,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
f1,Herbivore,e1,c6,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
e3,Herbivore,d3,h2,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
b1,Herbivore,a11,f3,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
g3,Herbivore,f3,e2,Male,0.6,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
e1,Herbivore,d1,c2,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,d3,Male,0.6,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
e3,Herbivore,d3,d3,Male,0.6,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
d4,Herbivore,c4,e7,Male,0.75,84.7,47.74,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
d1,Herbivore,c1,d3,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
c2,Herbivore,b2,e1,Male,0.97,80.52,40.83,1.32,1.64,2.23,0.43,0.45,1.88,0.16,
f1,Herbivore,e1,h2,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.59,0.3,1.52,0.33,
e4,Herbivore,d4,d8,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.07,
e4,Herbivore,d4,f1,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
d7,Herbivore,c7,a92,Female,0.3,86.96,40.83,1.4,2.5,0.59,0.6,0.28,0.9899999,0.26,
d4,Herbivore,c4,c1,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
f3,Herbivore,e3,f1,Male,0.6,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.16,
f1,Herbivore,e1,f3,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.65,0.7,1.52,0.33,
e3,Herbivore,d3,c2,Male,0.75,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,e2,Male,0.6,63.48,40.83,2.51,2.43,2.23,0.59,0.3,1.52,0.33,
d1,Herbivore,c1,b5,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
f2,Herbivore,e2,a12,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.43,0.45,1.14,0.3,
f2,Herbivore,e2,f3,Male,0.97,63.48,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
e2,Herbivore,d2,c5,Male,0.97,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
e3,Herbivore,d3,d4,Male,0.75,63.48,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
c1,Herbivore,b1,d4,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
c1,Herbivore,b1,a12,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.45,1.14,0.3,
f7,Herbivore,e7,d4,Female,0.3,86.96,40.83,1.4,2.5,0.59,0.6,0.45,1.52,0.33,
d3,Herbivore,c3,d4,Male,0.75,63.48,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
d1,Herbivore,c1,d5,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
f3,Herbivore,e3,c2,Male,0.6,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
b5,Herbivore,a58,d2,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.41,0.47,1.52,0.07,
c4,Herbivore,b4,e7,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e7,Herbivore,d7,e4,Female,0.3,86.96,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
f1,Herbivore,e1,d8,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
e1,Herbivore,d1,h2,Male,0.75,80.52,29.43,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
c5,Herbivore,b5,g4,Male,0.75,84.08,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
f7,Herbivore,e7,d7,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e8,Herbivore,d8,g1,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
c3,Herbivore,b3,b8,Male,0.75,63.48,40.83,2.51,2.43,2.23,0.65,0.7,1.88,0.16,
f1,Herbivore,e1,b4,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.59,0.45,1.52,0.33,
d3,Herbivore,c3,b5,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
g7,Herbivore,f7,e2,Male,0.75,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
e1,Herbivore,d1,d3,Male,0.75,80.52,29.43,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f3,Herbivore,e3,e3,Male,0.6,63.48,40.83,1.32,1.64,2.23,0.65,0.7,1.88,0.16,
f3,Herbivore,e3,d5,Male,0.6,63.48,40.83,1.32,1.64,2.23,0.65,0.7,1.52,0.33,
e3,Herbivore,d3,f8,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
g1,Herbivore,f1,e3,Female,0.34,83.5,29.43,2.51,2.43,2.23,0.59,0.3,1.52,0.33,
f9,Herbivore,e9,c3,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.65,0.7,1.88,0.16,
e3,Herbivore,d3,b8,Male,0.6,63.48,40.83,1.32,1.64,2.23,0.65,0.7,1.88,0.16,
e3,Herbivore,d3,g2,Male,0.6,63.48,40.83,1.32,1.64,2.23,0.65,0.35,1.43,0.07,
d1,Herbivore,c1,b4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
f4,Herbivore,e4,c3,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
d3,Herbivore,c3,c2,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d9,Herbivore,c9,d2,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.65,0.7,1.88,0.07,
e4,Herbivore,d4,d3,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d7,Herbivore,c7,d3,Male,0.75,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e9,Herbivore,d9,d3,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.65,0.35,0.77,0.16,
e9,Herbivore,d9,c4,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.65,0.7,1.88,0.16,
f1,Herbivore,e1,d2,Female,0.34,83.5,29.43,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
e1,Herbivore,d1,e3,Female,0.34,83.5,29.43,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
f1,Herbivore,e1,e3,Female,0.34,83.5,40.83,1.32,1.64,2.23,0.65,0.35,1.43,0.07,
e7,Herbivore,d7,e4,Male,0.75,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e3,Herbivore,d3,c4,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e1,Herbivore,d1,c4,Female,0.34,83.5,40.83,1.32,1.64,2.23,0.59,0.35,0.77,0.16,
e1,Herbivore,d1,d3,Male,0.6,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e3,Herbivore,d3,e1,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d4,Herbivore,c4,f4,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
c2,Herbivore,b2,e2,Male,0.97,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.43,0.07,
b8,Herbivore,a84,c1,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f7,Herbivore,e7,f7,Male,0.75,53.33,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d1,Herbivore,c1,d7,Female,0.34,83.5,40.83,1.32,1.64,2.23,0.59,0.35,0.77,0.16,
d3,Herbivore,c3,c5,Male,0.75,63.48,40.83,2.51,2.43,2.23,0.65,0.47,1.52,0.07,
d2,Herbivore,c2,c8,Male,0.97,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,e2,Male,0.97,63.48,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d3,Herbivore,c3,f3,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
c5,Herbivore,b5,c3,Male,0.75,84.08,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.07,
e7,Herbivore,d7,a74,Male,0.75,37.34,29.45,2.2,1.16,2.23,0.59,0.3,1.49,0.19,
c4,Herbivore,b4,e2,Male,0.64,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
e4,Herbivore,d4,f9,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.3,1.49,0.19,
f3,Herbivore,e3,e1,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
c1,Herbivore,b1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e8,Herbivore,d8,a3,Male,0.6,53.33,40.83,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
f1,Herbivore,e1,f3,Male,0.75,80.52,29.43,1.32,1.64,2.23,0.59,0.35,1.52,0.33,
e1,Herbivore,d1,f3,Male,0.75,80.52,40.83,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
b5,Herbivore,a58,c8,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,d7,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e3,Herbivore,d3,d7,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
e4,Herbivore,d4,e3,Male,0.75,84.7,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
g1,Herbivore,f1,e1,Female,0.34,83.5,40.83,1.32,1.64,2.23,0.59,0.35,1.52,0.33,
e4,Herbivore,d4,d1,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
f1,Herbivore,e1,e1,Female,0.34,83.5,40.83,1.32,1.64,2.23,0.59,0.35,1.52,0.16,
f3,Herbivore,e3,e3,Male,0.64,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e3,Herbivore,d3,c4,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
e2,Herbivore,d2,e7,Male,0.97,84.7,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
d3,Herbivore,c3,b5,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,1.52,0.33,
e1,Herbivore,d1,f8,Female,0.34,53.33,40.83,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
g9,Herbivore,f9,f8,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.65,0.7,1.88,0.21,
e3,Herbivore,d3,e4,Male,0.97,80.52,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
h7,Herbivore,g7,d2,Male,0.75,37.34,29.45,2.51,2.43,2.23,0.59,0.35,0.77,0.16,
f9,Herbivore,e9,f3,Female,0.43,84.7,47.74,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
c1,Herbivore,b1,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
